project,type,model,test_precision,test_recall,test_f1,test_accuracy
Netflix,design,DecisionTreeModel,0.63,0.66,0.64,0.64
Netflix,design,GradientBoostingRegressorModel,0.64,0.61,0.62,0.63
Netflix,design,LinearSVMModel,0.67,0.25,0.36,0.57
Netflix,design,RandomForestModel,0.65,0.62,0.63,0.64
Netflix,implementation,DecisionTreeModel,0.7,0.65,0.67,0.69
Netflix,implementation,GradientBoostingRegressorModel,0.69,0.68,0.69,0.69
Netflix,implementation,LinearSVMModel,0.69,0.45,0.54,0.62
Netflix,implementation,RandomForestModel,0.7,0.67,0.68,0.69
