project,type,model,test_precision,test_recall,test_f1,test_accuracy
Google,design,DecisionTreeModel,0.64,0.72,0.68,0.66
Google,design,GradientBoostingRegressorModel,0.64,0.62,0.62,0.62
Google,design,LinearSVMModel,0.42,0.22,0.26,0.52
Google,design,RandomForestModel,0.65,0.71,0.67,0.65
Google,implementation,DecisionTreeModel,0.67,0.57,0.61,0.65
Google,implementation,GradientBoostingRegressorModel,0.64,0.62,0.63,0.63
Google,implementation,LinearSVMModel,0.69,0.43,0.52,0.62
Google,implementation,RandomForestModel,0.65,0.69,0.67,0.66
